firm_id,date,sales_t
HKYA-83,2013-10-24,10752
HKYA-83,2013-11-28,9400
HKYA-83,2013-12-24,12565
HKYA-83,2014-01-16,12442
HKYA-83,2014-02-07,9226
HKYA-83,2014-03-27,8085
HKYA-8300,2014-04-14,11377
HKYA-8300,2014-05-27,9859
HKYA-83,2014-06-14,7981
HKYA-83,2014-07-14,13289
HKYA-83,2014-08-05,9613
HKYA-8300,2014-09-01,14414
HKYA-83,2014-10-05,11500
HKYA-8300,2014-11-27,9209
HKYA-83,2014-12-25,7881
HKYA-83,2015-01-23,8449
HKYA-83,2015-02-05,8375
HKYA-83,2015-03-04,7574
HKYA-83,2015-04-04,7536
HKYA-83,2015-05-03,11067
HKYA-83,2015-06-16,9261
HKYA-83,2015-07-13,9444
HKYA-83,2015-08-09,10901
HKYA-83,2015-09-23,9685
HKYA-83,2015-10-30,9868
HKYA-83,2015-11-19,8749
  HKYA-83  ,2015-12-18,7880
HKYA-83,2016-01-03,10531
HKYA-83,2016-02-07,NA
  HKYA-83  ,2016-03-09,9841
HKYA-83,2016-04-04,9689
HKYA-83,2016-05-15,10885
HKYA-83,2016-06-23,6942
HKYA-83,2016-07-26,8847
HKYA-83,2016-08-04,8346
HKYA-83,2016-09-19,7727
HKYA-83,2016-10-06,11195
HKYA-83,2016-11-15,7346
HKYA-83,2016-12-04,7651
HKYA-83,2017-01-05,10844
 HKYA-83 ,2017-02-13,8226
HKYA-83,2017-03-24,7424
HKYA-83,2017-04-29,7160
 HKYA-83 ,2017-05-20,5854
HKYA-83,2017-06-09,9133
HKYA-83,2017-07-13,7728
HKYA-83,2017-08-08,6900
HKYA-83,2017-09-17,11298
HKYA-83,2017-10-21,7620
HKYA-83,2017-11-21,9370
HKYA-83,2017-12-24,8955
HKYA-83,2018-01-13,9700
 HKYA-83 ,2018-02-19,10136
HKYA-83,2018-03-03,9302
  HKYA-83  ,2018-04-23,7783
HKYA-83,2018-05-26,11513
HKYA-83,2018-06-14,9443
  HKYA-83  ,2018-07-11,10949
HKYA-83,2018-08-02,10296
HKYA-83,2018-09-04,9855
HKYA-83,2018-10-07,11336
HKYA-83,2018-11-02,NA
HKYA-83,2018-12-03,8466
HKYA-83,2019-01-26,8847
HKYA-83,2019-02-21,NA
 HKYA-83 ,2019-03-08,13670
HKYA-83,2019-04-11,8678
 HKYA-83 ,2019-05-19,7383
HKYA-83,2019-06-26,11600
HKYA-83,2019-07-02,8862
HKYA-83,2019-08-16,11178
HKYA-83,2019-09-06,9943
HKYA-83,2019-10-24,7778
HKYA-83,2019-11-01,8249
HKYA-83,2019-12-13,6799
HLPO-48,2010-01-08,9820
HLPO-48,2010-02-19,11656
HLPO-48,2010-03-28,9527
  HLPO-48  ,2010-04-28,11320
HLPO-48,2010-05-21,8445
HLPO-48,2010-06-07,11784
HLPO-48,2010-07-04,11763
HLPO-48,2010-08-19,9683
HLPO-48,2010-09-01,11302
HLPO-48,2010-10-30,9425
HLPO-48,2010-11-03,12701
HLPO-48,2010-12-09,12053
HLPO-48,2011-01-10,11785
HLPO-48,2011-02-03,10777
HLPO-48,2011-03-02,9467
HLPO-48,2011-04-03,13355
HLPO-48,2011-05-17,14852
HLPO-48,2011-06-27,14025
 HLPO-48 ,2011-07-24,13636
HLPO-4800,2011-08-14,12611
HLPO-48,2011-09-11,12872
HLPO-48,2011-10-15,12825
HLPO-48,2011-11-21,11051
HLPO-48,2011-12-04,11735
HLPO-4800,2012-01-24,10911
HLPO-48,2012-02-17,12671
HLPO-48,2012-03-28,10909
HLPO-48,2012-04-15,10983
  HLPO-48  ,2012-05-14,10257
HLPO-48,2012-06-16,13479
HLPO-48,2012-07-14,8938
HLPO-48,2012-08-26,14675
HLPO-48,2012-09-17,12788
  HLPO-48  ,2012-10-10,12366
HLPO-4800,2012-11-27,15814
HLPO-48,2012-12-01,NA
HLPO-48,2013-01-19,10684
HLPO-48,2013-02-08,11237
HLPO-48,2013-03-08,11049
HLPO-48,2013-04-27,12724
HLPO-48,2013-05-13,12218
HLPO-48,2013-06-28,12808
HLPO-48,2013-07-16,11825
HLPO-48,2013-08-06,11123
HLPO-48,2013-09-16,11277
HLPO-48,2013-10-18,12237
HLPO-48,2013-11-19,7364
HLPO-48,2013-12-21,10189
HLPO-48,2014-01-27,12095
HLPO-48,2014-02-08,12131
HLPO-48,2014-03-14,11271
HLPO-48,2014-04-21,14333
HLPO-48,2014-05-14,9877
HLPO-48,2014-06-23,12937
HLPO-48,2014-07-24,12253
HLPO-48,2014-08-17,10579
HLPO-48,2014-09-02,8888
HLPO-48,2014-10-08,8402
HLPO-4800,2014-11-18,11091
HLPO-48,2014-12-30,10659
HLPO-4800,2015-01-30,9578
HLPO-48,2015-02-07,10327
HLPO-48,2015-03-03,13424
HLPO-48,2015-04-13,9211
HLPO-48,2015-05-15,11079
HLPO-48,2015-06-11,8487
HLPO-48,2015-07-23,NA
HLPO-48,2015-08-20,11573
HLPO-48,2015-09-27,11294
HLPO-48,2015-10-09,9328
HLPO-48,2015-11-28,9928
HLPO-48,2015-12-27,8627
HLPO-48,2016-01-16,9028
HLPO-4800,2016-02-25,10799
HLPO-48,2016-03-17,16900
HLPO-48,2016-04-03,9017
HLPO-48,2016-05-19,11854
HLPO-48,2016-06-03,10969
HLPO-48,2016-07-03,11825
HLPO-48,2016-08-06,7860
HLPO-48,2016-09-16,9373
 HLPO-48 ,2016-10-15,10100
HLPO-48,2016-11-14,9947
HLPO-48,2016-12-28,13488
HLPO-48,2017-01-14,9009
HLPO-48,2017-02-12,7516
HLPO-48,2017-03-28,10493
HLPO-48,2017-04-11,12639
HLPO-48,2017-05-16,10064
HLPO-48,2017-06-10,11837
HLPO-48,2017-07-16,13506
HLPO-48,2017-08-13,13452
HLPO-48,2017-09-27,11367
HLPO-48,2017-10-08,10483
HLPO-48,2017-11-18,12682
  HLPO-48  ,2017-12-09,10207
HLPO-48,2018-01-05,12297
HLPO-48,2018-02-01,10739
HLPO-48,2018-03-07,10509
HLPO-48,2018-04-26,10495
HLPO-48,2018-05-16,8763
HLPO-48,2018-06-09,10583
HLPO-48,2018-07-26,10867
HLPO-48,2018-08-23,11417
HLPO-48,2018-09-14,12908
HLPO-48,2018-10-30,12410
HLPO-48,2018-11-12,11273
HLPO-48,2018-12-24,14057
HLPO-48,2019-01-04,11651
HLPO-48,2019-02-08,10022
HLPO-48,2019-03-02,12721
HLPO-48,2019-04-14,13433
HLPO-48,2019-05-11,16063
HLPO-48,2019-06-12,16937
HLPO-48,2019-07-02,14915
HLPO-48,2019-08-06,11103
HLPO-48,2019-09-18,13186
HLPO-48,2019-10-24,16783
HLPO-48,2019-11-11,11747
HLPO-48,2019-12-29,11936
HLPW-01,2010-01-30,11762
HLPW-01,2010-02-22,11961
HLPW-01,2010-03-09,13101
HLPW-0100,2010-04-15,13078
HLPW-01,2010-05-23,12287
  HLPW-01  ,2010-06-23,16326
HLPW-01,2010-07-17,12997
HLPW-01,2010-08-21,13514
HLPW-01,2010-09-20,14479
HLPW-01,2010-10-14,14780
HLPW-01,2010-11-02,10669
HLPW-01,2010-12-11,12874
HLPW-01,2011-01-17,14532
HLPW-01,2011-02-09,12451
HLPW-01,2011-03-12,15131
 HLPW-01 ,2011-04-08,12061
HLPW-01,2011-05-04,13700
HLPW-01,2011-06-03,13778
HLPW-01,2011-07-28,NA
HLPW-01,2011-08-26,NA
  HLPW-01  ,2011-09-10,10874
HLPW-01,2011-10-02,16015
HLPW-01,2011-11-09,13507
HLPW-01,2011-12-19,12862
HLPW-0100,2012-01-12,16702
HLPW-01,2012-02-06,14127
HLPW-01,2012-03-20,11479
HLPW-01,2012-04-28,11321
 HLPW-01 ,2012-05-16,12181
HLPW-01,2012-06-10,12004
HLPW-01,2012-07-10,15796
HLPW-01,2012-08-26,17723
HLPW-0100,2012-09-12,11117
HLPW-01,2012-10-14,14615
HLPW-0100,2012-11-20,15627
HLPW-01,2012-12-02,18121
HLPW-01,2013-01-13,17725
HLPW-01,2013-02-02,22554
HLPW-01,2013-03-08,14810
 HLPW-01 ,2013-04-12,15187
  HLPW-01  ,2013-05-04,16352
HLPW-01,2013-06-15,16059
HLPW-01,2013-07-16,14844
HLPW-01,2013-08-15,15246
HLPW-01,2013-09-03,13117
HLPW-01,2013-10-12,17176
HLPW-01,2013-11-27,14204
HLPW-01,2013-12-04,17679
HLPW-01,2014-01-13,12844
HLPW-01,2014-02-15,17828
 HLPW-01 ,2014-03-21,17518
HLPW-01,2014-04-13,13798
HLPW-01,2014-05-23,15161
HLPW-01,2014-06-17,15742
HLPW-01,2014-07-28,20339
HLPW-01,2014-08-09,17867
HLPW-01,2014-09-01,14832
HLPW-01,2014-10-07,14415
HLPW-01,2014-11-23,14740
HLPW-01,2014-12-08,16279
HLPW-01,2015-01-07,14148
HLPW-01,2015-02-25,19919
HLPW-01,2015-03-15,15466
HLPW-01,2015-04-02,14719
HLPW-01,2015-05-22,17464
  HLPW-01  ,2015-06-04,13710
HLPW-01,2015-07-11,15343
HLPW-01,2015-08-21,18768
  HLPW-01  ,2015-09-04,12420
HLPW-01,2015-10-30,15093
HLPW-01,2015-11-21,15423
HLPW-01,2015-12-15,11232
HLPW-01,2016-01-24,12206
HLPW-01,2016-02-28,16589
HLPW-01,2016-03-07,13398
HLPW-0100,2016-04-29,12549
HLPW-01,2016-05-21,NA
HLPW-01,2016-06-17,16286
HLPW-01,2016-07-01,16341
HLPW-01,2016-08-29,10110
 HLPW-01 ,2016-09-06,15171
HLPW-01,2016-10-13,12084
HLPW-01,2016-11-21,18259
HLPW-01,2016-12-25,12501
HLPW-01,2017-01-14,17560
HLPW-01,2017-02-24,21506
HLPW-01,2017-03-05,14276
  HLPW-01  ,2017-04-27,NA
HLPW-01,2017-05-02,15821
HLPW-01,2017-06-26,11216
HLPW-01,2017-07-08,15218
 HLPW-01 ,2017-08-22,10862
HLPW-01,2017-09-12,17190
HLPW-01,2017-10-26,16375
HLPW-01,2017-11-12,13801
HLPW-01,2017-12-19,15454
HLPW-01,2018-01-28,15728
HLPW-0100,2018-02-20,14300
HLPW-01,2018-03-06,14442
HLPW-01,2018-04-02,10100
 HLPW-01 ,2018-05-05,11043
HLPW-01,2018-06-05,NA
HLPW-01,2018-07-25,15780
HLPW-01,2018-08-03,15133
HLPW-01,2018-09-09,14194
  HLPW-01  ,2018-10-30,12814
HLPW-01,2018-11-02,12237
HLPW-01,2018-12-23,13502
HLPW-01,2019-01-30,17503
 HLPW-01 ,2019-02-23,17768
HLPW-01,2019-03-04,12765
HLPW-01,2019-04-23,17606
HLPW-01,2019-05-03,18887
HLPW-01,2019-06-09,12048
HLPW-01,2019-07-15,13273
  HLPW-01  ,2019-08-17,13650
HLPW-01,2019-09-29,13629
HLPW-01,2019-10-12,11815
HLPW-01,2019-11-01,13712
HLPW-01,2019-12-13,11883
HMHC-72,2010-01-11,18618
HMHC-72,2010-02-17,19395
HMHC-72,2010-03-17,12266
HMHC-72,2010-04-10,16114
HMHC-72,2010-05-15,15958
HMHC-72,2010-06-27,16944
HMHC-72,2010-07-04,18149
HMHC-72,2010-08-08,13729
HMHC-7200,2010-09-06,14839
HMHC-72,2010-10-24,13455
HMHC-72,2010-11-05,10351
HMHC-72,2010-12-12,13000
HMHC-72,2011-01-09,15876
  HMHC-72  ,2011-02-06,14046
  HMHC-72  ,2011-03-12,15561
HMHC-72,2011-04-09,13391
HMHC-72,2011-05-30,12879
HMHC-72,2011-06-29,14318
HMHC-72,2011-07-03,14310
HMHC-72,2011-08-06,11745
HMHC-72,2011-09-09,13151
HMHC-72,2011-10-12,12040
HMHC-72,2011-11-14,12396
HMHC-72,2011-12-09,17059
HMHC-72,2012-01-26,NA
HMHC-72,2012-02-12,16936
  HMHC-72  ,2012-03-18,16653
HMHC-72,2012-04-07,18150
HMHC-72,2012-05-14,16365
HMHC-72,2012-06-26,15095
HMHC-72,2012-07-16,16074
HMHC-72,2012-08-25,12697
HMHC-72,2012-09-19,18263
HMHC-72,2012-10-20,15531
HMHC-7200,2012-11-17,17387
HMHC-72,2012-12-30,17744
HMHC-72,2013-01-03,16971
HMHC-72,2013-02-26,19540
HMHC-7200,2013-03-11,21401
HMHC-72,2013-04-22,18013
HMHC-72,2013-05-17,13968
HMHC-72,2013-06-23,18143
HMHC-72,2013-07-29,16671
  HMHC-72  ,2013-08-09,19782
HMHC-72,2013-09-19,14872
HMHC-72,2013-10-17,16331
HMHC-72,2013-11-13,18664
HMHC-72,2013-12-23,22102
HMHC-72,2014-01-05,20222
HMHC-72,2014-02-18,18661
HMHC-72,2014-03-22,19779
HMHC-72,2014-04-23,20068
HMHC-72,2014-05-26,18388
 HMHC-72 ,2014-06-02,21079
HMHC-72,2014-07-16,NA
HMHC-72,2014-08-30,25442
HMHC-72,2014-09-04,20693
HMHC-72,2014-10-10,20418
HMHC-72,2014-11-09,17555
HMHC-72,2014-12-27,20172
HMHC-72,2015-01-14,16396
HMHC-72,2015-02-14,16312
HMHC-72,2015-03-29,13015
HMHC-72,2015-04-29,NA
HMHC-72,2015-05-18,14414
HMHC-72,2015-06-18,10561
HMHC-7200,2015-07-28,16679
HMHC-72,2015-08-21,14020
HMHC-72,2015-09-03,16818
HMHC-72,2015-10-11,15364
HMHC-72,2015-11-04,17621
HMHC-72,2015-12-10,15059
HMHC-72,2016-01-20,16917
HMHC-72,2016-02-20,15934
 HMHC-72 ,2016-03-19,16709
HMHC-72,2016-04-07,16815
HMHC-72,2016-05-14,12757
HMHC-72,2016-06-01,20989
  HMHC-72  ,2016-07-20,14243
HMHC-72,2016-08-07,16320
  HMHC-72  ,2016-09-10,14951
HMHC-72,2016-10-22,12734
HMHC-72,2016-11-13,12223
HMHC-72,2016-12-25,15101
HMHC-7200,2017-01-10,19859
HMHC-72,2017-02-02,15389
HMHC-72,2017-03-08,16806
HMHC-72,2017-04-26,18171
HMHC-72,2017-05-06,13421
HMHC-72,2017-06-15,16857
HMHC-72,2017-07-28,17523
HMHC-72,2017-08-08,17115
HMHC-72,2017-09-16,15632
HMHC-72,2017-10-25,13877
HMHC-72,2017-11-28,13359
HMHC-72,2017-12-13,15459
HMHC-72,2018-01-25,19265
HMHC-72,2018-02-21,14314
HMHC-72,2018-03-28,21713
HMHC-72,2018-04-19,NA
HMHC-72,2018-05-05,14576
HMHC-7200,2018-06-13,NA
HMHC-72,2018-07-15,13849
HMHC-72,2018-08-14,15138
HMHC-72,2018-09-08,18383
HMHC-72,2018-10-26,14065
HMHC-72,2018-11-02,NA
HMHC-72,2018-12-26,12520
HMHC-72,2019-01-10,11775
HMHC-72,2019-02-10,13741
HMHC-72,2019-03-01,17276
HMHC-72,2019-04-16,12331
HMHC-72,2019-05-12,14155
HMHC-72,2019-06-20,17684
HMHC-72,2019-07-12,23420
HMHC-72,2019-08-25,11480
  HMHC-72  ,2019-09-08,18608
HMHC-72,2019-10-06,19463
  HMHC-72  ,2019-11-23,19053
HMHC-72,2019-12-13,15502
 HMPF-83 ,2010-01-26,1769
HMPF-83,2010-02-18,1382
HMPF-83,2010-03-01,1553
HMPF-83,2010-04-27,1395
  HMPF-83  ,2010-05-18,1438
HMPF-83,2010-06-26,1175
 HMPF-83 ,2010-07-28,968
HMPF-83,2010-08-16,1048
HMPF-83,2010-09-13,1078
HMPF-8300,2010-10-03,1306
HMPF-83,2010-11-01,1260
HMPF-83,2010-12-26,1596
HMPF-83,2011-01-27,1344
HMPF-83,2011-02-23,1382
HMPF-83,2011-03-17,913
HMPF-83,2011-04-12,NA
HMPF-83,2011-05-08,1509
HMPF-83,2011-06-22,1376
HMPF-83,2011-07-27,1301
HMPF-83,2011-08-02,1141
HMPF-83,2011-09-17,1668
HMPF-83,2011-10-08,1264
HMPF-83,2011-11-09,1487
HMPF-83,2011-12-08,1387
HMPF-83,2012-01-26,1583
HMPF-83,2012-02-26,1226
HMPF-83,2012-03-07,1274
HMPF-83,2012-04-22,1529
HMPF-83,2012-05-25,1673
HMPF-83,2012-06-19,1425
HMPF-83,2012-07-20,1309
HMPF-83,2012-08-04,1367
HMPF-83,2012-09-19,1202
HMPF-83,2012-10-25,1271
HMPF-83,2012-11-23,1775
HMPF-83,2012-12-21,1275
HMPF-83,2013-01-09,1348
HMPF-83,2013-02-08,1715
HMPF-8300,2013-03-28,1534
HMPF-83,2013-04-28,1928
  HMPF-83  ,2013-05-06,1701
  HMPF-83  ,2013-06-29,1718
HMPF-83,2013-07-12,2032
HMPF-83,2013-08-25,1691
 HMPF-8300 ,2013-09-15,1132
HMPF-83,2013-10-29,2122
HMPF-83,2013-11-17,1786
HMPF-83,2013-12-07,1490
  HMPF-83  ,2014-01-09,1329
HMPF-83,2014-02-10,1488
HMPF-83,2014-03-23,NA
  HMPF-83  ,2014-04-10,1626
HMPF-83,2014-05-07,1862
HMPF-83,2014-06-28,2007
HMPF-83,2014-07-08,1290
HMPF-83,2014-08-24,1729
HMPF-83,2014-09-29,1446
HMPF-83,2014-10-19,1851
HMPF-83,2014-11-16,1686
 HMPF-83 ,2014-12-03,1910
HMPF-83,2015-01-07,1454
HMPF-83,2015-02-01,1614
HMPF-83,2015-03-07,1886
HMPF-83,2015-04-09,1243
HMPF-83,2015-05-20,1311
HMPF-83,2015-06-06,1683
HMPF-83,2015-07-11,1392
HMPF-8300,2015-08-08,1433
HMPF-83,2015-09-06,1293
HMPF-83,2015-10-12,1608
HMPF-83,2015-11-02,1244
HMPF-83,2015-12-16,1586
HMPF-83,2016-01-13,1460
HMPF-83,2016-02-17,1546
 HMPF-83 ,2016-03-29,1323
HMPF-83,2016-04-24,1502
HMPF-83,2016-05-06,1631
HMPF-83,2016-06-29,1526
HMPF-83,2016-07-24,1618
HMPF-83,2016-08-24,1374
HMPF-83,2016-09-02,1594
HMPF-83,2016-10-12,1649
HMPF-83,2016-11-11,1917
HMPF-83,2016-12-24,1546
HMPF-83,2017-01-22,NA
  HMPF-83  ,2017-02-09,1152
 HNRD-42 ,2010-01-10,17477
HNRD-42,2010-02-15,12489
HNRD-42,2010-03-01,12404
HNRD-42,2010-04-26,14393
HNRD-42,2010-05-28,18048
HNRD-42,2010-06-27,16182
HNRD-42,2010-07-08,16181
HNRD-42,2010-08-25,12309
HNRD-42,2010-09-02,NA
HNRD-42,2010-10-15,17182
HNRD-42,2010-11-19,12804
HNRD-42,2010-12-22,14587
 HNRD-42 ,2011-01-01,14800
HNRD-42,2011-02-06,19064
HNRD-42,2011-03-08,13616
HNRD-42,2011-04-09,18506
HNRD-42,2011-05-28,12072
  HNRD-4200  ,2011-06-24,16039
HNRD-42,2011-07-24,20239
HNRD-42,2011-08-05,12611
HNRD-42,2011-09-28,13255
HNRD-42,2011-10-14,14293
HNRD-42,2011-11-11,16994
HNRD-42,2011-12-16,13731
HNRD-42,2012-01-15,12727
HNRD-42,2012-02-25,17468
HNRD-42,2012-03-10,14522
HNRD-42,2012-04-10,15682
HNRD-42,2012-05-23,19862
HNRD-42,2012-06-21,13824
HNRD-42,2012-07-09,19348
HNRD-42,2012-08-19,14385
HNRD-42,2012-09-07,16141
HNRD-42,2012-10-26,14873
HNRD-42,2012-11-11,15837
HNRD-42,2012-12-04,18078
HNRD-42,2013-01-14,16821
  HNRD-42  ,2013-02-25,10212
HNRD-42,2013-03-11,18656
HNRD-42,2013-04-21,13319
HNRD-42,2013-05-27,12169
HNRD-42,2013-06-19,15712
HNRD-42,2013-07-09,20501
HNRD-42,2013-08-08,13305
  HNRD-42  ,2013-09-08,11344
HNRD-42,2013-10-30,14836
HNRD-42,2013-11-14,12711
HNRD-42,2013-12-24,17855
HNRD-42,2014-01-24,9095
HNRD-42,2014-02-20,11447
HNRD-42,2014-03-18,13586
HNRD-42,2014-04-15,16175
HNRD-42,2014-05-18,17697
HNRD-42,2014-06-09,12831
HNRD-42,2014-07-07,11893
HNRD-42,2014-08-17,11063
HNRD-42,2014-09-18,15032
HNRD-42,2014-10-08,14568
HNRD-42,2014-11-07,15415
HNRD-42,2014-12-29,17895
HNRD-42,2015-01-13,18130
HNRD-42,2015-02-01,18972
HNRD-42,2015-03-22,16355
HNRD-42,2015-04-22,NA
HNRD-4200,2015-05-24,26029
HNRD-42,2015-06-29,NA
HNRD-42,2015-07-28,15802
HNRD-42,2015-08-22,20826
 HNRD-42 ,2015-09-10,16858
 HNRD-42 ,2015-10-24,18032
HNRD-4200,2015-11-28,16114
HNRD-42,2015-12-13,16580
HNRD-42,2016-01-12,16356
HNRD-42,2016-02-27,14758
HNRD-42,2016-03-03,17052
HNRD-42,2016-04-21,16533
HNRD-42,2016-05-14,15055
HNRD-42,2016-06-12,11213
HNRD-42,2016-07-15,12232
HNRD-42,2016-08-09,18022
HNRD-42,2016-09-17,22092
HNRD-42,2016-10-11,15745
HNRD-42,2016-11-08,19976
HNRD-42,2016-12-20,16091
HNRD-42,2017-01-29,19936
HNRD-4200,2017-02-15,16151
HNRD-42,2017-03-03,21613
HNRD-42,2017-04-29,18176
HNRD-42,2017-05-15,14935
HNRD-42,2017-06-27,15089
HNRD-42,2017-07-02,21893
HNRD-42,2017-08-14,14898
HNRD-42,2017-09-26,17002
HNRD-42,2017-10-05,25634
HNRD-42,2017-11-28,17790
 HNRD-42 ,2017-12-22,18115
HNRD-4200,2018-01-24,20377
HNRD-42,2018-02-11,16053
HNRD-42,2018-03-28,18557
HNRD-42,2018-04-07,18676
HNRD-42,2018-05-30,17697
  HNRD-42  ,2018-06-20,18192
HNRD-42,2018-07-03,15791
HNRD-42,2018-08-27,17353
HNRD-42,2018-09-29,17686
HNRD-42,2018-10-23,15469
HNRD-42,2018-11-19,14899
HNRD-42,2018-12-08,22709
  HNRD-4200  ,2019-01-14,17866
HNRD-42,2019-02-27,15689
HNRD-42,2019-03-05,17131
HNRD-42,2019-04-04,19717
HNRD-42,2019-05-27,14972
HNRD-42,2019-06-25,NA
HNRD-42,2019-07-29,20503
  HNRD-4200  ,2019-08-22,16474
 HNRD-42 ,2019-09-14,19434
HNRD-42,2019-10-26,17150
HNRD-42,2019-11-27,NA
HNRD-42,2019-12-18,12927
HRBW-69,2018-10-14,19297
HRBW-69,2018-11-11,NA
HRBW-69,2018-12-04,20195
HRBW-69,2019-01-02,17991
HRBW-69,2019-02-15,20109
HRBW-69,2019-03-17,22857
HRBW-6900,2019-04-18,16831
HRBW-69,2019-05-03,18034
HRBW-69,2019-06-17,14720
HRBW-69,2019-07-04,16311
  HRBW-69  ,2019-08-07,15774
HRBW-69,2019-09-28,13461
HRBW-69,2019-10-03,16574
HRBW-69,2019-11-23,21434
HRBW-69,2019-12-24,16544
HSCY-26,2010-01-20,11630
HSCY-26,2010-02-16,11155
HSCY-26,2010-03-08,13598
HSCY-26,2010-04-03,11568
HSCY-26,2010-05-06,13597
HSCY-26,2010-06-26,10410
HSCY-2600,2010-07-02,11340
HSCY-26,2010-08-14,9494
HSCY-26,2010-09-13,12903
HSCY-26,2010-10-17,11762
HSCY-26,2010-11-07,12236
HSCY-26,2010-12-20,12123
HSCY-26,2011-01-20,12592
HSCY-26,2011-02-10,12723
HSCY-26,2011-03-28,13783
HSCY-26,2011-04-09,16927
HSCY-26,2011-05-25,12254
HSCY-26,2011-06-28,11755
HSCY-26,2011-07-05,11347
HSCY-26,2011-08-11,13629
HSCY-26,2011-09-03,9866
HSCY-26,2011-10-03,12174
HSCY-26,2011-11-17,9648
HSCY-26,2011-12-02,13012
HSCY-26,2012-01-08,8924
HSCY-26,2012-02-04,11060
HSCY-26,2012-03-19,12387
HSCY-26,2012-04-06,9999
HSCY-26,2012-05-08,13341
HSCY-26,2012-06-03,10806
HSCY-26,2012-07-24,12051
HSCY-26,2012-08-21,15267
HSCY-26,2012-09-16,16906
HSCY-26,2012-10-26,11751
HSCY-26,2012-11-11,9765
HSCY-26,2012-12-06,10277
HSCY-26,2013-01-04,12101
  HSCY-26  ,2013-02-16,12594
HSCY-26,2013-03-21,16759
HSCY-26,2013-04-05,13462
 HSCY-26 ,2013-05-19,14735
HSCY-26,2013-06-20,15156
HSCY-26,2013-07-01,15269
HSCY-26,2013-08-26,11534
HSCY-26,2013-09-05,13187
HSCY-26,2013-10-07,11081
 HSCY-26 ,2013-11-24,12789
HSCY-26,2013-12-04,15761
HSCY-26,2014-01-15,15870
HSCY-26,2014-02-20,9603
HSCY-26,2014-03-16,10742
HSCY-26,2014-04-04,14399
HSCY-26,2014-05-18,12639
HSCY-26,2014-06-14,13243
HSCY-26,2014-07-15,11504
HSCY-26,2014-08-07,11262
HSCY-2600,2014-09-17,12781
HSCY-26,2014-10-09,10304
HSCY-26,2014-11-19,14793
HSCY-26,2014-12-16,12948
HSCY-26,2015-01-11,11870
HSCY-26,2015-02-26,11985
 HSCY-26 ,2015-03-22,13172
HSCY-26,2015-04-01,10492
 HSCY-26 ,2015-05-29,14530
HSCY-26,2015-06-17,11401
HSCY-26,2015-07-26,NA
HSCY-26,2015-08-18,10651
HSCY-26,2015-09-05,15146
HSCY-26,2015-10-24,17194
HSCY-26,2015-11-18,10047
HSCY-26,2015-12-18,16119
HSCY-26,2016-01-01,NA
HSCY-26,2016-02-15,14467
HSCY-26,2016-03-11,15679
HSCY-26,2016-04-29,14122
  HSCY-26  ,2016-05-05,15119
HSCY-26,2016-06-13,16419
HSCY-26,2016-07-28,14012
HSCY-26,2016-08-14,11512
HSCY-26,2016-09-14,15257
HSCY-26,2016-10-03,16554
HSCY-26,2016-11-16,16867
HSCY-26,2016-12-11,11589
HSCY-26,2017-01-26,13866
HSCY-26,2017-02-06,15529
HSCY-26,2017-03-09,15229
  HSCY-2600  ,2017-04-23,18551
HSCY-26,2017-05-03,16983
HSCY-26,2017-06-04,16933
HSCY-26,2017-07-26,14482
HSCY-26,2017-08-09,16040
HSCY-26,2017-09-09,16161
HSCY-26,2017-10-09,11265
HSCY-26,2017-11-28,17473
HSCY-26,2017-12-08,15522
HSCY-26,2018-01-11,18647
 HSCY-26 ,2018-02-16,17219
HSCY-26,2018-03-30,17518
HSCY-26,2018-04-29,17962
HSCY-26,2018-05-28,15530
HSCY-26,2018-06-12,16167
HSCY-26,2018-07-19,16265
HSCY-26,2018-08-06,13927
HSCY-26,2018-09-19,9999
HSCY-26,2018-10-21,13062
HSCY-26,2018-11-23,16073
HSCY-26,2018-12-01,13672
HSCY-26,2019-01-24,14155
HSCY-26,2019-02-02,12425
HSCY-26,2019-03-13,12711
HSCY-26,2019-04-27,14878
HSCY-26,2019-05-06,15597
HSCY-26,2019-06-27,11912
HSCY-26,2019-07-01,11454
HSCY-26,2019-08-29,12946
HSCY-26,2019-09-15,14816
HSCY-26,2019-10-11,11038
  HSCY-26  ,2019-11-23,17449
HSCY-26,2019-12-04,11672
HSFT-11,2010-01-21,7196
HSFT-11,2010-02-18,7183
HSFT-11,2010-03-17,7838
HSFT-11,2010-04-07,10694
HSFT-11,2010-05-27,8889
HSFT-11,2010-06-29,6350
HSFT-11,2010-07-14,8961
HSFT-11,2010-08-11,5362
HSFT-11,2010-09-25,5777
HSFT-11,2010-10-30,6911
HSFT-11,2010-11-24,6775
HSFT-11,2010-12-16,8243
HSFT-11,2011-01-02,5867
  HSFT-11  ,2011-02-12,7083
HSFT-11,2011-03-14,7335
HSFT-11,2011-04-27,NA
HSFT-11,2011-05-16,7082
HSFT-11,2011-06-12,7183
 HSFT-11 ,2011-07-03,NA
HSFT-11,2011-08-04,8397
HSFT-11,2011-09-05,7896
HSFT-11,2011-10-18,9772
HSFT-1100,2011-11-03,6381
HSFT-11,2011-12-10,7510
HSFT-11,2012-01-26,5907
HSFT-11,2012-02-07,7521
  HSFT-11  ,2012-03-09,6450
HSFT-11,2012-04-18,8844
HSFT-11,2012-05-14,6548
HSFT-11,2012-06-26,6701
HSFT-11,2012-07-07,8325
